drug_id,drug_name,therapeutic_area,dosage_form,unit_price,manufacturer
924,Montelukast,Antibiotic,Syrup,100,Dr Reddy's
925,Metformin,Anticancer,Suspension,84,Cipla
926,Azithromycin,Antibiotic,Inhaler,15,Mankind Pharm
927,Rabeprazole,Anticancer,Suspension,45,Dr Reddy's
928,Paracetamol,Respiratory,Syrup,65,Cipla
929,Montelukast,Antiviral,Tablet,56,Dr Reddy's
930,Escitalopram,Antibiotic,Injection,90,Torrent Pharma
931,Aceclofenac,Cardiovascular,Ointment,83,Torrent Pharma
932,Cefixime,Cardiovascular,Inhaler,93,Abbott
933,Aceclofenac,Cardiovascular,Ointment,29,Cipla
934,Cefixime,Cardiovascular,Tablet,42,Sun Pharma
935,Aceclofenac,Gastrointestinal,Inhaler,47,Abbott
936,Domperidone,Antidiabetic,Syrup,79,Glenmark
937,Sertraline,Gastrointestinal,Cream,45,Mankind Pharm
938,Rosuvastatin,Anti-inflammatory,Cream,44,Mankind Pharm
939,Ibuprofen,Cardiovascular,Injection,25,Abbott
940,Paracetamol,Anticancer,Inhaler,6,Abbott
941,Cefixime,Analgesic,Injection,67,Torrent Pharma
942,Gabapentin,Antidiabetic,Tablet,19,Dr Reddy's
943,Azithromycin,Antidiabetic,Syrup,7,Dr Reddy's
944,Doxycycline,Cardiovascular,Injection,89,Torrent Pharma
945,Doxycycline,Anti-inflammatory,Suspension,12,Cipla
946,Sertraline,Anticancer,Cream,16,Sun Pharma
947,Pantoprazole,Antibiotic,Capsule,42,Cipla
948,Escitalopram,CNS,Capsule,29,Torrent Pharma
949,Paracetamol,CNS,Syrup,43,Abbott
950,Salbutamol,Antibiotic,Suspension,56,Cipla
951,Azithromycin,CNS,Suspension,83,Cipla
952,Atorvastatin,Analgesic,Ointment,33,Glenmark
953,Aceclofenac,CNS,Cream,21,Mankind Pharm
954,Escitalopram,Anticancer,Cream,20,Dr Reddy's
955,Metformin,Analgesic,Injection,3,Glenmark
956,Telmisartan,Anti-inflammatory,Capsule,64,Torrent Pharma
957,Empagliflozin,Respiratory,Injection,33,Zydus
958,Ibuprofen,Cardiovascular,Ointment,93,Zydus
959,Pantoprazole,Gastrointestinal,Suspension,47,Lupin
960,Empagliflozin,Anticancer,Suspension,91,Dr Reddy's
961,Fluoxetine,Cardiovascular,Syrup,72,Sun Pharma
962,Paracetamol,Antidiabetic,Ointment,14,Mankind Pharm
963,Sitagliptin,Anti-inflammatory,Tablet,55,Glenmark
964,Diclofenac,CNS,Tablet,94,Dr Reddy's
965,Gabapentin,Analgesic,Tablet,34,Alkem Laboratories
966,Pantoprazole,Analgesic,Suspension,56,Cipla
967,Telmisartan,Antidiabetic,Inhaler,69,Alkem Laboratories
968,Acyclovir,Anti-inflammatory,Tablet,48,Glenmark
969,Atorvastatin,Antidiabetic,Suspension,35,Lupin
970,Escitalopram,Respiratory,Inhaler,11,Torrent Pharma
971,Pantoprazole,Cardiovascular,Inhaler,15,Zydus
972,Metformin,Cardiovascular,Capsule,76,Abbott
973,Cefixime,CNS,Tablet,63,Zydus
974,Aceclofenac,Gastrointestinal,Injection,28,Alkem Laboratories
975,Diclofenac,Antibiotic,Injection,58,Dr Reddy's
976,Montelukast,Antiviral,Cream,6,Zydus
977,Pregabalin,Antidiabetic,Suspension,9,Alkem Laboratories
978,Escitalopram,Respiratory,Inhaler,8,Cipla
979,Glimepiride,Antidiabetic,Tablet,36,Glenmark
980,Diclofenac,Antiviral,Injection,95,Zydus
981,Diclofenac,Anti-inflammatory,Cream,42,Alkem Laboratories
982,Fluoxetine,CNS,Suspension,73,Abbott
983,Amoxicillin,Antibiotic,Suspension,92,Mankind Pharm
984,Ibuprofen,Antibiotic,Syrup,43,Lupin
985,Budesonide,CNS,Injection,20,Lupin
986,Sitagliptin,Cardiovascular,Suspension,82,Lupin
987,Aceclofenac,Antiviral,Suspension,71,Alkem Laboratories
988,Escitalopram,Antibiotic,Tablet,65,Sun Pharma
989,Domperidone,Gastrointestinal,Ointment,39,Alkem Laboratories
990,Dapagliflozin,Antidiabetic,Inhaler,33,Dr Reddy's
991,Doxycycline,Cardiovascular,Capsule,37,Cipla
992,Budesonide,Respiratory,Cream,71,Alkem Laboratories
993,Doxycycline,Gastrointestinal,Cream,77,Alkem Laboratories
994,Amlodipine,Anticancer,Tablet,4,Glenmark
995,Diclofenac,Respiratory,Inhaler,1,Torrent Pharma
996,Dapagliflozin,CNS,Ointment,92,Lupin
997,Paracetamol,Antibiotic,Injection,52,Mankind Pharm
998,Losartan,Antibiotic,Syrup,32,Lupin
999,Losartan,Anticancer,Capsule,21,Abbott
1000,Salbutamol,Anticancer,Capsule,45,Alkem Laboratories
